proposition,auteur,age
Il faut développer une agriculture locale créatrice d'emplois opposée à l'agriculture intensive fondée sur la machinerie et la productivité ,florence,44
Il faut favoriser les ventes en circuits court,Mathieu,
Il faut privilégier au maximum les circuits courts limiter la pollution liée aux transports de marchandises ,David,
Il faut orienter les aides financières de sortie de crise vers les secteurs durables et de protection de l'environnement,Louise,
"Il faut donner une place prépondérante aux vélos dans les grands centres urbains (parkings périphérie, mobilité douce, sécurité...)",Olivier,35
Il faut prendre en compte l'impact social et climatique dans le bilan des entreprises,Davy Jones,24
"Il faut remettre des arbres et de la verdure sur les places des villages et des villes, ne plus bitumer",Francoise,
"Il faut créer un indice d'utilité et de pérennité par produit, pour la disparition des gadgets en plastique et de l'obsolescence programmée",Bruno,
Il faut privilegier les semences paysanne au détriment des graines génétiquement modifiées.,Nicolas,35
"Il faut créer des villages ou des territoires auto-suffisants (circuits courts, jardins partagés, production d'énergie avec nos déchets...)",Stéphanie,37
Il faut pratiquer un élevage respectueux des animaux et un abattage éthique ,Stéphanie ,
Il faut re-développer l'artisanat,Augustin,
Il faut plus de transparence dans la gestion de nos déchets (recyclage utile ? Avenir des décharges publiques ?) et l'impact environnemental,Eleonore ,30
"Il faut taxer les produits en fonction du coût réel de leur recyclage, afin que le pollueur soit réellement le payeur",Franck,
Il faut pénaliser drastiquement les produits inutilement suremballés,Théo,26
"Il faut éteindre l'éclairage des enseignes et bâtiments aux horaires de sortie de bureau, au moins la nuit ",Tac Tac,
Il faut réparer plutot que jeter pour racheter.,Franck,
Il faut rapatrier nos industries primordiales pour le pays,Francis,
Il faut relancer la fabrication textile en France et réaliser celle-ci avec des matières respectueuses de l'environnement et des animaux.,Mélanie,27
Il faut entreprendre de vastes opérations de reforestation et créer des zones sanctuarisées pour l'écosystème et la biodiversité.,Josy,
"Il faut revenir à un mode de vie plus simple, le retour de la consigne pour tout liquide, continuer la progression vers le zéro déchet ",Lucile ,24
"Il faut repenser la production d'énergie, inciter les communes à produire leur propre énergie à partir d'énergies renouvelables.",Nathalie,46
Il faut interdire la mise sur le marché de produits liés à la déforestation,Antoine,
Il faut ne plus dépendre de la Chine pour l'approvisionnement des médicaments prescrits en France.,Sarah,
"Il faut définir la taxation (TVA, impots…) en lien avec l'impact écologique, social et sanitaire.",Céline,
Il faut développer la consigne de tous les emballages en verre. ,Cécile,68
Il faut étudier les propositions de lois avec des critères d'empreinte environnementale,Christine,
Il faut écouter les soignants pour mettre en oeuvre un système de santé qui soit en capacité de faire face à une prochaine crise.,Stephane,48
Il faut arrêter l'élevage intensif et mieux surveiller les conditions d'élevage,Nathalie,53
Il faut reboiser l'ensemble des pays industrialisés et créer des zones forestières sanctuaires,P,
Il faut encadrer plus strictement le capitalisme financier.,Thomas,
"Il faut favoriser la réutilisation et la consigne, et ne pas retomber dans le tout jetable",Fanny,
Il faut inscrire la protection de l'environnement dans notre constitution,Cécile,
Il faut arrêter de subventionner le secteur aérien et taxer le kérosène comme les autres énergies fossiles.,Valerie,
Il faut développer le made in France pour limiter l'importation et ainsi limiter la pollution des océans (bateaux) et de l'air (avions),Aurélie,30
Il faut favoriser une résilience énergétique et alimentaire à l'échelle locale,Gaëlle,
"Il faut réduire le gaspillage alimentaire par 1) une meilleure gestion de la demande, 2) une redistribution des invendus",Marine,
Il faut relocaliser les productions de premières nécessités en France.,Sandrine33,
Il faut aider l'agriculture et l'élevage extensif respectueux de la biodiversité et du bien être animal pour supprimer l'intensif ,Viviane,
Il faut une réglementation qui oblige les entreprises à réaliser leur bilan carbone et payer des taxes en fonction des notes obtenues ,Anne,50
"Il faut favoriser l'activité locale, arrêter la délocalisation, voire réintégrer des entreprises qui ont subi la délocalisation",Pascale,57
Il faut obliger les grandes surfaces à s'approvisionner auprès des producteurs locaux pour les produits poussant dans la région,Valérie,
Il faut que l'Etat n'aide que les entreprises prêtes à améliorer leur impact écologique,Laurence,
Il faut arrêter les vols pour les réunions d’entreprise qui peuvent être faites via téléconférence ,Kevin,
"Il faut que l’Europe crée immédiatement ses propres usines de fabrication : médicaments, robotique, technologie.",RAK,
"Il faut refaire vivre les villages et les centres-villes, au lieu des grandes zones commerciales excentrées qui imposent la voiture",Nicolas,39
Il faut enlever le surplus d'emballage alimentaire.,Lea,22
"Il faut arrêter de vouloir manger des tomates (par exemple) toute l'année, et privilégier les produits de saison",Hyène,
"Il faut réorienter toutes aides, subventions et exonérations d'impôts vers une agriculture et une industrie respectueuse de la biodiversité ",Mathilde,43
Il faut inclure la connaissance et la protection de la nature dans les programmes scolaires dès la maternelle,Nathalie,35
Il faut aider tous les agriculteurs dans leur transition vers le raisonné puis le bio. ,Emilie,
"Il faut favoriser l'accès à la connaissance des matériaux écologiques dans le domaine de la construction, et inciter par TVA réduite",François-Xavier,
"Il faut cesser les incitations à la surconsommation et limiter le volume de publicités (affichages dans la rue, retargeting...). ",Marianne,
Il faut cesser que les aliments fassent le tour du monde pour de simple raison de coûts salariaux.,Serge,
Il faut que les supermarchés proposent obligatoirement des produits locaux bien mis en valeur (stand),Christelle,
Il faut inspirer les gens et donner du sens à la notion de sobriété face à la consommation sans limite,Romain,35
Il faut interdire la destruction de nos haies et l'arrachage des arbres dans nos campagnes,Cécila,
"Il faut redonner de la valeur à ""faire et réparer"" plutôt qu'à ""acheter et jeter"".",Charlene,30
"Il faut réduire les emballages à usage unique et favoriser les consignes, subventionner les commerces en vrac..",Jérémy ,
Il faut privilégier le transport de marchandise par train. C'était prévu mais annuler par le président actuel.,Philippe,
Il faut continuer de soutenir la vente directe et pousser les commerces à se fournir chez les agriculteurs locaux ,Manon,25
"Il faut favoriser l'émergence de projets collaboratifs, en développant localement des solutions de résilience sur nos territoires",Marianne,22
Il faut mieux rémunérer les métiers de l’agriculture et différemment notamment pour leur implication dans la préservation de l’environnement,Esté,35
"Il faut garder sur le territoire la production de certains biens stratégiques : médicaments, masques...",Mag,
Il faut favoriser l’achat en vrac et l’utilisation de contenants réutilisables.,Arthur,
"Il faut favoriser les circuits courts, consommer moins, mieux et de manière plus locale (ex.Une pastille de couleur sur les produits locaux)",Jérémy ,
"Il faut développer l'autonomie alimentaire à l'échelle européenne, en favorisant les circuits courts et en revalorisant les producteurs",Gilles,63
Il faut favoriser une agriculture respectueuse de l'environnement et aider les agriculteurs dans leur transition,Céline,
Il faut revaloriser les métiers sous payés mais indispensables au fonctionnement de la société ,Catherine,67
Il faut davantage valoriser le transport ferroviaire pour le transport de passagers et de marchandises,Martine,
Il faut privilégier les circuits courts.,Stéphanie,
Il faut réduire les lumières dans les villes la nuit.,adeline,
"Il faut taxer la construction sur la terre vierge (agricole, forêt...) et subventionner la rénovation de l'espace déjà occupé",Eric,
Il faut promouvoir les moyens de transport alternatifs aux véhicules polluants au niveau des collectivités locales et de l'Etat.,Alice ,
Il faut arrêter l'élevage intensif,Lucia ,
Il faut conditionner les aides publiques aux entreprises à des actions d’efficacité énergétique ,Bastien,34
"Il faut penser la ville en «quartiers-villages» avec commerces de base. Freiner les «Hyper», générateurs de déplacements par autos, abusifs.",luc,80
Il faut améliorer les circuits de recyclage des déchets et des objets inutilisés afin de limiter une production devenue excédentaire ,Agnès ,60
Il faut entreprendre de vastes opérations de reforestation et interdire les nouveaux chantiers de déforestation pour l'huile de palme ,Josy,
"Il faut encourager et aider les circuits courts, les épiceries solidaires",Charlotte,
